SKU;Name;Color;Category;Category position;Brand;Seller;Balance;Comments;Rating;Final Price;Min price;Max price;Average price;Base price;Basic Sale;Basic Sale Price;Promo Sale;SPP;SPP Price;Revenue potential;Lost profit;Lost profit percent;Days in stock;Days with sales;Average if in stock;Sales;Sales per day average;Revenue
876747;Кошелек;темно-красный, бордовый, розовый;Аксессуары/Кошельки и кредитницы/Кошелек;8011;Malgrado;ИП Кабанов Алексей Анатольевич;14;113;4;1578;1435;1578;1435;1578;40;2630;0;5;1499;1435;0;0;30;1;0.033333333333333;1;0.033333333333333;1435
876750;Кошелек;коричневый;Аксессуары/Кошельки и кредитницы/Кошелек;7096;Malgrado;ИП Кабанов Алексей Анатольевич;13;54;4;1371;1303;1371;1337;1371;49;2690;0;5;1303;2674;0;0;30;2;0.066666666666667;2;0.066666666666667;2674
876930;Ботинки;розовый, белый;Обувь/Детская/Для девочек/Ботинки;2629;Детский скороход;ООО Фабрика Детской Обуви Скороход;1;102;4;1688;1688;1688;1688;1688;49;3310;0;5;1603;72795;33971;46.666666666667;16;17;0.875;23;0.76666666666667;38824
876931;Ботинки;розовый;Обувь/Детская/Для девочек/Ботинки;-1;Детский скороход;ООО Фабрика Детской Обуви Скороход;0;97;4;1602;1602;1602;1602;1602;55;3560;0;5;1521;160200;144180;90;3;8;0;10;0.33333333333333;16020
876932;Ботинки;темно-зеленый;Обувь/Для новорожденных/Ботинки;-1;Детский скороход;ООО Фабрика Детской Обуви Скороход;1;92;5;1960;1783;1960;1875.5227272727;1960;44;3500;0;5;1862;165046;82523;50;15;20;1.6666666666667;44;1.4666666666667;82523
876935;Сандалии;бордовый, розовый;Обувь/Ортопедическая обувь/Сандалии;-1;Детский скороход;ООО Фабрика Детской Обуви Скороход;0;96;4;2513;2513;2513;2513;2513;39;4120;0;5;2387;17950;5385;30;21;5;0.14285714285714;5;0.16666666666667;12565
876937;Сандалии;розовый;Обувь/Детская/Сандалии;2410;Детский скороход;ООО Фабрика Детской Обуви Скороход;2;76;4;2513;2513;2513;2513;2513;39;4120;0;5;2387;26925;1795;6.6666666666667;28;9;0.32142857142857;10;0.33333333333333;25130
877709;Платье;сливовый, розовый;Женщинам/Будущие мамы/Платья, сарафаны/Платье;9897;Nuova Vita;ООО Нуова Вита;4;14;3;862;862;961;0;991;53;2110;13;5;819;0;0;0;30;0;0;0;0;0
877885;Игрушка на руку Крокодил;зеленый;Игрушки/Мягкие игрушки;1744;TRUDI;ООО Юнитойс МСК;3;21;5;1716;1609;1716;1670.1428571429;1716;36;2682;0;5;1630;11691;0;0;30;7;0.23333333333333;7;0.23333333333333;11691
877909;Кукла Нэнси с бабочкой на обруче и наклейками;розовый, голубой;Игрушки/Куклы и аксессуары/Кукла;6228;Famosa;ООО Вайлдберриз;6;2;4;1872;1872;1872;0;1872;20;2340;0;5;1778;0;0;0;30;0;0;0;0;0
877915;Игра настольная "Фокусы XXL";фиолетовый;Игрушки/Настольные игры;6934;Tactic Games;ООО Юнитойс МСК;42;27;4;1747;1347;1747;1409.5;1747;30;2496;0;5;1659;5638;0;0;30;4;0.13333333333333;4;0.13333333333333;5638
879377;Трусы макси DM1005 (хлопковые слипы макси с кружевными вставками по бокам);бежевый;Женщинам/Белье/Трусы;4397;Vis-a-vis;ИП Нейман Михаил Игоревич;54;149;4;531;402;531;419.13793103448;531;10;590;0;2;520;12155;0;0;30;14;0.96666666666667;29;0.96666666666667;12155
879378;Трусы макси DM1005 (хлопковые слипы макси с кружевными вставками по бокам);черный;Женщинам/Белье/Трусы;5377;Vis-a-vis;ИП Нейман Михаил Игоревич;53;149;4;531;418;531;439;531;10;590;0;2;520;9219;0;0;30;14;0.7;21;0.7;9219
879379;Трусы макси DM1005 (хлопковые слипы макси с кружевными вставками по бокам);белый;Женщинам/Белье/Трусы;8014;Vis-a-vis;ИП Нейман Михаил Игоревич;48;149;4;531;342;531;370.35294117647;531;10;590;0;2;520;6296;0;0;30;12;0.56666666666667;17;0.56666666666667;6296
879739;Брюки;светло-бежевый;Женщинам/Одежда/Брюки;59461;SAO PAULO;ООО Вайлдберриз;1;1;4;2827;2827;2827;0;2827;45;5140;0;5;2685;0;0;0;30;0;0;0;0;0
879753;Брюки;салатовый;Женщинам/Одежда/Брюки/Брюки;-1;SAO PAULO;ООО Вайлдберриз;1;3;4;3245;3245;3245;0;3245;50;6490;0;5;3082;0;0;0;30;0;0;0;0;0
879812;Футболка;оранжевый;Женщинам/Одежда/Футболки и топы/Футболка;-1;SAO PAULO;ООО Вайлдберриз;1;1;4;2175;2175;2175;0;2175;50;4350;0;5;2066;0;0;0;30;0;0;0;0;0
879831;Джинсы;синий;Мужчинам/Одежда/Джинсы;8023;MAVI;ООО Мави Джинс;8;9;4;1799;1799;1799;0;1799;60;4499;0;5;1709;0;0;0;30;0;0;0;0;0
880585;Игрушка "Хэли-трансформер";зеленый, голубой;Игрушки/Игрушечный транспорт/Самолеты и вертолеты;-1;POLI;ООО Вайлдберриз;0;193;4;1245;1049;1245;1245;1245;11;1399;0;5;1182;0;0;0;0;2;0;2;0.066666666666667;2490
880586;Трансформер "Рой";красный, желтый;Игрушки/Фигурки и роботы/Робот;-1;POLI;ООО Вайлдберриз;0;197;4;784;784;784;784;784;28;1089;0;5;744;23520;22736;96.666666666667;1;1;0;1;0.033333333333333;784
880589;Инерционная машинка Рой;красный, желтый;Игрушки/Игрушечный транспорт/Машинка;74;POLI;ООО Вайлдберриз;940;161;5;518;320;518;427.74193548387;518;11;583;0;2;508;92820;0;0;30;29;7.2333333333333;217;7.2333333333333;92820
880590;Инерционная машинка Поли;фуксия;Игрушки/Игрушечный транспорт/Машинка;-1;POLI;ООО Вайлдберриз;0;103;5;559;419;559;559;559;0;559;0;2;547;159315;148694;93.333333333333;2;5;4.5;19;0.63333333333333;10621
880591;Инерционная машинка "Эмбер";белый, розовый;Игрушки/Игрушечный транспорт/Машинка;84;POLI;ООО Вайлдберриз;393;120;5;501;329;501;403.87735849057;501;28;697;0;2;491;85622;0;0;30;30;7.0666666666667;212;7.0666666666667;85622
880593;Радиоуправляемая игрушка;голубой, белый;Игрушки/Радиоуправляемые;219;POLI;ООО Вайлдберриз;13;12;4;1900;1900;2592;1900;1900;45;3456;0;2;1862;11400;0;0;30;5;0.2;6;0.2;11400
880982;Брюки;коричневый, черный, бежевый;Женщинам/Одежда/Брюки;59462;МадаМ Т;ООО Вайлдберриз;1;5;5;2755;2755;2755;0;2755;50;5510;0;5;2617;0;0;0;30;0;0;0;0;0
881139;Босоножки;фуксия;Premium/Обувь и аксессуары/Обувь/Женская/Босоножки;917;APART;ООО Вайлдберриз;1;9;3;5934;5934;5934;0;5934;45;10790;0;5;5637;0;0;0;30;0;0;0;0;0
881431;Брошь;розовый, фиолетовый, серебристый;Аксессуары/Бижутерия/Брошь;-1;Jenavi;ООО Романтическое Путешествие;0;8;5;3686;1105;3686;0;3800;0;3800;3;5;3501;0;0;0;0;0;0;0;0;0
881443;Кольцо;белый, серебристый, черный;Аксессуары/Бижутерия/Кольцо;-1;Jenavi;ООО Романтическое Путешествие;0;0;0;3783;1134;3783;0;3900;0;3900;3;5;3593;0;0;0;0;0;0;0;0;0
881451;Колье;желтый, оранжевый, коричневый;Аксессуары/Бижутерия/Колье;-1;Jenavi;ООО Романтическое Путешествие;0;0;0;1940;873;1940;0;1940;0;1940;0;5;1843;0;0;0;0;0;0;0;0;0
881485;Подвеска бижутерная;серебристый, зеленый;Аксессуары/Бижутерия/Подвеска бижутерная;-1;Jenavi;ООО Романтическое Путешествие;0;1;5;1610;483;1610;0;1660;0;1660;3;5;1529;0;0;0;0;0;0;0;0;0
881497;Кольцо;золотистый, серебристый;Аксессуары/Бижутерия/Кольцо;-1;Jenavi;ООО Романтическое Путешествие;0;8;3;2405;721;2405;0;2480;0;2480;3;5;2285;0;0;0;0;0;0;0;0;0
881923;Брюки;оранжевый;Женщинам/Одежда/Брюки/Брюки;-1;HAUBER;ООО Вайлдберриз;1;0;0;2481;2481;2481;0;2481;55;5515;0;5;2357;0;0;0;30;0;0;0;0;0
882446;Блейзер;бежевый;Женщинам/Одежда/Пиджаки и жакеты/Жакет;8119;NOIR;ООО Вайлдберриз;1;4;4;5563;5563;5563;0;5563;52;11590;0;5;5285;0;0;0;30;0;0;0;0;0
882462;Жакет;черный;Женщинам/Одежда/Пиджаки и жакеты/Жакет;8120;NOIR;ООО Вайлдберриз;1;4;2;7689;7689;7689;0;7689;45;13980;0;5;7304;0;0;0;30;0;0;0;0;0
882475;Юбка;бежевый;Женщинам/Одежда/Юбки;-1;NOIR;ООО Вайлдберриз;1;3;3;3338;3338;3338;0;3338;45;6070;0;5;3171;0;0;0;30;0;0;0;0;0
883522;Набор посуды для приготовления;синий;Дом/Кухня/Кастрюли и сковороды/Набор посуды для приготовления;-1;Vitesse;ООО Виктория;0;14;4;1755;1755;1755;1755;1755;55;3900;0;5;1667;17550;5265;30;21;5;0.19047619047619;7;0.23333333333333;12285
883996;Блузка;серо-голубой;Женщинам/Одежда/Блузки и рубашки/Блузка;37178;Ginger and Soul;ООО Вайлдберриз;2;8;4;1241;1241;1241;0;1241;35;1910;0;5;1179;0;0;0;30;0;0;0;0;0
883997;Блузка;желтый, терракотовый, горчичный;Женщинам/Одежда/Блузки и рубашки/Блузка;37179;Ginger and Soul;ООО Вайлдберриз;5;0;0;1241;1241;1241;0;1241;35;1910;0;5;1179;0;0;0;30;0;0;0;0;0
884198;Набор "SPECIAL SERVICES SET" спецслужбы;красный;Игрушки/Игрушечный транспорт/Машинка;9667;AUTOTIME;ООО Вайлдберриз;20;0;0;1656;1656;1656;0;1656;20;2070;0;5;1573;0;0;0;30;0;0;0;0;0
884720;Брюки;белый;Женщинам/Одежда/Брюки;59463;BSB;ООО Вайлдберриз;4;0;0;2685;2685;2685;0;2685;50;5370;0;5;2550;0;0;0;30;0;0;0;0;0
884723;Юбка;белый, золотистый;Женщинам/Одежда/Юбки;-1;BSB;ООО Вайлдберриз;1;4;4;1867;1867;1867;0;1867;55;4150;0;5;1774;0;0;0;30;0;0;0;0;0
885846;Time To Revitalize Радикально восстанавливающий дневной крем 50 мл;;Красота/Уход за кожей/Уход за лицом/Крем;-1;AHAVA;ООО Вайлдберриз;29;16;3;5348;3823;6494;4625.125;5348;30;7640;0;2;5241;55501;18500;33.333333333333;20;7;0.35;8;0.26666666666667;37001
886131;Свитшот;темно-серый;Мужчинам/Одежда/Свитшоты;-1;Duck and Cover;ООО Вайлдберриз;1;9;4;2145;2145;2145;0;2145;45;3900;0;5;2037;0;0;0;30;0;0;0;0;0
886133;Свитшот;рыжий;Мужчинам/Одежда/Свитшоты;2777;Duck and Cover;ООО Вайлдберриз;5;9;4;2145;2145;2145;0;2145;45;3900;0;5;2037;0;0;0;30;0;0;0;0;0
886329;Брюки;светло-коричневый;Женщинам/Одежда/Брюки;59464;Natali Silhouette;ООО Вайлдберриз;1;5;3;1815;1815;1815;0;1815;45;3300;0;5;1724;0;0;0;30;0;0;0;0;0
888018;Брюки;коричневый, черный;Женщинам/Офис/Брюки/Брюки;8390;Neun Monate;ООО Вайлдберриз;4;1;3;1820;1820;1820;1820;1820;45;3310;0;5;1729;1820;0;0;30;1;0.033333333333333;1;0.033333333333333;1820
888141;Брюки детские / Штаны для малышей с открытой стопой / Брючки для детей / Штанишки комплект 2 шт;серый;Детям/Для новорожденных/Брюки и шорты/Брюки для малыша;625;Lucky Child;ЗАО Лаки Чайлд;47;52;5;482;482;543;492.16666666667;536;68;1677;10;2;473;2953;0;0;30;6;0.2;6;0.2;2953
888142;Штаны спортивные для мальчиков / Штанишки детские для малышей / Брючки для детей / Комплект 2 шт;серый;Детям/Для мальчиков/Брюки и шорты/Брюки;7640;Lucky Child;ЗАО Лаки Чайлд;19;141;4;530;530;553;530;589;53;1254;10;2;519;2650;0;0;30;4;0.16666666666667;5;0.16666666666667;2650
888143;Комбинезон нательный для малыша;серый, розовый;Детям/Для новорожденных/Комбинезоны и полукомбинезоны/Комбинезон нательный для малыша;4251;Lucky Child;ЗАО Лаки Чайлд;1;36;4;309;309;325;309;344;80;1722;10;2;303;309;0;0;30;1;0.033333333333333;1;0.033333333333333;309
888145;Детская кофта на молнии для девочки / Джемпер детский / Толстовка лонгслив / Джемпер / Кардиган;серый;Детям/Для новорожденных/Кофточки и джемперы/Толстовка для малыша;58;Lucky Child;ЗАО Лаки Чайлд;119;27;5;356;356;356;356;395;74;1522;10;2;349;14240;0;0;30;23;1.3333333333333;40;1.3333333333333;14240
888146;Толстовка для мальчика на молнии / Детская кофта для малышей / Бомбер для детей / Худи;серый меланж;Детям/Для мальчиков/Толстовки;2182;Lucky Child;ЗАО Лаки Чайлд;27;37;5;265;265;289;273;294;78;1340;10;2;260;2457;0;0;30;7;0.3;9;0.3;2457
888147;Детский комбинезон слип для новорожденных мальчиков и девочек / Комбинезоны нательные для малышей;серый меланж;Детям/Для новорожденных/Комбинезоны и полукомбинезоны/Комбинезон нательный для малыша;2303;Lucky Child;ЗАО Лаки Чайлд;88;187;5;527;527;527;527;586;56;1332;10;2;516;4743;0;0;30;8;0.3;9;0.3;4743
888148;Комбинезон слип для новорожденных / Комбинезон детский нательный для мальчика / Комбез детский;серый;Детям/Для новорожденных/Комбинезоны и полукомбинезоны/Комбинезон нательный для малыша;297;Lucky Child;ЗАО Лаки Чайлд;167;242;5;467;467;467;467;519;45;944;10;2;457;36893;0;0;30;24;2.6333333333333;79;2.6333333333333;36893
888149;Ползунки для новорожденных девочек / Штаны для малышей с закрытой стопой / Штанишки детские;серый меланж, розовый;Детям/Для новорожденных/Боди и ползунки/Ползунки;270;Lucky Child;ЗАО Лаки Чайлд;98;30;5;229;229;238;231.57142857143;254;76;1061;10;2;224;8105;0;1.1221402859629E-14;30;19;1.1666666666667;35;1.1666666666667;8105
888150;Ползунки для новорожденных мальчиков / Штаны для малыша с закрытой стопой / Штанишки детские;серый меланж;Детям/Для новорожденных/Боди и ползунки/Ползунки;868;Lucky Child;ЗАО Лаки Чайлд;35;35;5;236;236;252;237.6;262;70;875;10;2;231;2376;0;0;30;8;0.33333333333333;10;0.33333333333333;2376
888157;Боди белье для малышей / Детское боди для новорожденных мальчиков с длинным рукавом / Комплект 2 шт;серый;Детям/Для новорожденных/Боди и ползунки/Боди для малыша;5344;Lucky Child;ЗАО Лаки Чайлд;5;19;4;413;413;486;0;459;55;1020;10;2;404;0;0;0;30;0;0;0;0;0
888158;Распашонки для новорожденных мальчиков и девочек / Детская распашонка на кнопках / Комплект 2 шт;серый;Детям/Для новорожденных/Распашонки;504;Lucky Child;ЗАО Лаки Чайлд;22;42;5;498;498;498;498;553;35;852;10;2;488;996;0;1.1414341136708E-14;30;2;0.066666666666667;2;0.066666666666667;996
888159;Распашонки для новорожденных / Детская распашонка для мальчиков и девочек / Комплект 2 шт;серый;Детям/Для новорожденных/Распашонки;731;Lucky Child;ЗАО Лаки Чайлд;24;35;5;495;495;495;495;550;40;918;10;2;485;495;0;0;30;1;0.033333333333333;1;0.033333333333333;495
888162;Песочник для мальчиков с коротким рукавом / Детский комбинезон для новорожденных малышей на лето;светло-голубой;Детям/Для новорожденных/Боди и ползунки/Песочник;1072;Lucky Child;ЗАО Лаки Чайлд;15;35;5;323;323;323;323;359;73;1331;10;2;316;646;0;0;30;2;0.066666666666667;2;0.066666666666667;646
888752;Слитный купальник;синий;Женщинам/Пляжная мода/Купальники/Слитный купальник;1685;Solline;ООО Миланж;8;844;5;2455;2455;2593;2455;2584;28;3590;5;5;2332;12275;0;0;30;4;0.16666666666667;5;0.16666666666667;12275
888753;Слитный купальник;черный;Спорт/Для женщин/Белье и купальники/Слитный купальник;248;Solline;ООО Миланж;42;570;4;2254;2254;2449;2306;2373;30;3390;5;5;2141;34590;0;0;30;13;0.5;15;0.5;34590
888754;Слитный купальник;красный;Спорт/Для женщин/Белье и купальники/Слитный купальник;350;Solline;ООО Миланж;16;570;4;2254;2254;2449;2254;2373;30;3390;5;5;2141;6762;0;0;30;2;0.1;3;0.1;6762
889070;Набор "Дерево-дом";коричневый;Игрушки/Куклы и аксессуары/Кукольный домик;-1;Sylvanian Families;ООО Эпоха Чудес;0;90;4;4199;4199;5999;4331.4137931034;4199;30;5999;0;5;3989;269166;143555;53.333333333333;14;10;1.7142857142857;29;0.96666666666667;125611
889074;Набор "Ванная комната, мини";коричневый, белый;Игрушки/Куклы и аксессуары/Мебель для куклы;-1;Sylvanian Families;ООО Эпоха Чудес;0;90;5;654;654;949;674.16055045872;654;31;949;0;2;641;200409;53442;26.666666666667;22;26;9.3636363636364;218;7.2666666666667;146967
889274;Брюки;черный;Женщинам/Одежда/Брюки/Брюки;-1;Friis;ООО Вайлдберриз;2;6;3;3635;3635;3635;0;3635;50;7270;0;5;3453;0;0;0;30;0;0;0;0;0
889278;Брюки;черный, молочный;Женщинам/Одежда/Брюки;59466;Friis;ООО Вайлдберриз;4;3;3;3245;3245;3245;0;3245;50;6490;0;5;3082;0;0;0;30;0;0;0;0;0
889358;Шарф ;черный, красный;Аксессуары/Платки и шарфы/Шарф;4988;Friis;ООО Вайлдберриз;6;0;0;1007;1007;1007;0;1007;62;2650;0;5;956;0;0;0;30;0;0;0;0;0
889380;Полусапожки;коричневый;Обувь/Женская/Полусапожки;4857;Friis;ООО Вайлдберриз;7;4;2;2505;2505;2505;0;2505;50;5010;0;5;2379;0;0;0;30;0;0;0;0;0
889391;Полусапожки;черный;Обувь/Женская/Полусапожки;4858;Friis;ООО Вайлдберриз;1;10;3;2255;2255;2255;0;2255;50;4510;0;5;2142;0;0;0;30;0;0;0;0;0
890731;Брюки;горчичный;Женщинам/Одежда/Брюки;59467;Gemko;ООО Вайлдберриз;1;2;4;1365;1365;1365;0;1365;50;2730;0;5;1296;0;0;0;30;0;0;0;0;0
890733;Брюки;темно-серый;Женщинам/Одежда/Брюки;59468;Gemko;ООО Вайлдберриз;1;5;5;1721;1721;1721;0;1721;45;3130;0;5;1635;0;0;0;30;0;0;0;0;0
890746;Брюки;синий;Женщинам/Одежда/Брюки/Брюки;-1;Gemko;ООО Вайлдберриз;1;0;0;1535;1535;1535;0;1535;50;3070;0;5;1458;0;0;0;20;0;0;0;0;0
890753;Костюм;белый;Женщинам/Одежда/Костюмы/Костюм;27949;Gemko;ООО Вайлдберриз;1;3;3;1265;1265;1265;0;1265;50;2530;0;5;1201;0;0;0;30;0;0;0;0;0
890827;Платье;светло-коралловый;Женщинам/Будущие мамы/Платья, сарафаны/Платье;-1;Gemko;ООО Вайлдберриз;1;5;3;1565;1565;1565;0;1565;50;3130;0;5;1486;0;0;0;30;0;0;0;0;0
890840;Брюки;горчичный;Женщинам/Одежда/Брюки/Брюки;-1;Gemko;ООО Вайлдберриз;1;2;5;1688;1688;1688;0;1688;45;3070;0;5;1604;0;0;0;30;0;0;0;0;0
890842;Юбка;бежевый;Женщинам/Одежда/Юбки;-1;Gemko;ООО Вайлдберриз;1;1;4;1391;1391;1391;0;1391;45;2530;0;5;1321;0;0;0;30;0;0;0;0;0
891924;Комплект постельного белья из поплина Семейный;белый, желтый;Постельные принадлежности/Постельное белье;636;Василиса;ООО ТДЛ Текстиль;9;35;5;2205;1797;2205;1911.9545454545;2205;73;8170;0;5;2095;87026;2900;3.3333333333333;29;18;1.448275862069;44;1.4666666666667;84126
891932;Комплект постельного белья Василиса из бязи Евро;светло-зеленый;Постельные принадлежности/Постельное белье;4320;Василиса;ООО ТДЛ Текстиль;30;9;4;1638;1579;1872;1608.5;1638;72;5850;0;5;1556;9651;0;0;30;5;0.2;6;0.2;9651
891933;Постельное белье Василиса, Семейный;зеленый;Постельные принадлежности/Постельное белье;1831;Василиса;ООО ТДЛ Текстиль;17;16;5;2128;1596;7600;1802.8888888889;2128;72;7600;0;5;2021;42328;9876;23.333333333333;23;10;0.56521739130435;18;0.6;32452
892032;Юбка;черный;Женщинам/Одежда/Юбки;-1;Fuzer;ООО Вайлдберриз;2;3;4;1094;1094;1094;0;1094;45;1990;0;5;1039;0;0;0;30;0;0;0;0;0
892346;Костюм;темно-синий, фуксия;Женщинам/Одежда/Костюмы/Костюм;27950;PENYE MOOD;ООО Вайлдберриз;1;9;4;3282;3282;3282;0;3282;35;5050;0;5;3118;0;0;0;30;0;0;0;0;0
892349;Костюм для дома и отдыха / Женский летний комплект с шортами  ;горчичный, черный;Женщинам/Одежда для дома/Костюм;-1;Vienetta Secret;ООО МЛГ Логистикс;0;8;5;2454;2249;2454;0;4090;0;4090;40;5;2331;0;0;0;0;0;0;0;0;0
892446;Кардиган;бежевый;Женщинам/Большие размеры/Пуловеры, кофты, свитеры/Кардиган;2476;Giani F;ООО Вайлдберриз;1;1;3;3855;3855;3855;0;3855;45;7010;0;5;3662;0;0;0;30;0;0;0;0;0
893367;Трусы ;белый;Детям/Для мальчиков/Белье/Трусы;2209;Lowry;ООО Лаури-Стиль;4;1;1;217;217;256;256;217;32;320;0;2;213;768;0;0;30;3;0.1;3;0.1;768
893371;Плавки;голубой;Спорт/Водные виды спорта/Плавки и шорты для плавания/Плавки;1201;Lowry;ООО Лаури-Стиль;13;22;5;396;315;472;411.33333333333;396;37;630;0;2;388;1234;0;0;30;3;0.1;3;0.1;1234
893372;Плавки;фиолетовый;Спорт/Водные виды спорта/Плавки и шорты для плавания/Плавки;1670;Lowry;ООО Лаури-Стиль;12;12;5;396;315;472;463.66666666667;396;37;630;0;2;388;1391;0;0;30;2;0.1;3;0.1;1391
893384;Трусы, 2 шт.;белый, черный, коричневый, светло-коричневый;Детям/Для мальчиков/Белье/Трусы;2975;Lowry;ООО Лаури-Стиль;4;0;0;258;258;307;274.33333333333;258;37;410;0;2;253;823;0;0;30;2;0.1;3;0.1;823
893398;Плавки;голубой;Спорт/Водные виды спорта/Плавки и шорты для плавания/Плавки;3072;Lowry;ООО Лаури-Стиль;14;8;4;522;415;622;0;522;37;830;0;2;512;0;0;0;30;0;0;0;0;0
893399;Плавки;фиолетовый;Спорт/Водные виды спорта/Плавки и шорты для плавания/Плавки;3073;Lowry;ООО Лаури-Стиль;15;12;5;522;415;622;0;522;37;830;0;2;512;0;0;0;30;0;0;0;0;0
893407;Майка;белый;Детям/Для девочек/Футболки и топы/Топ;1201;Lowry;ООО Лаури-Стиль;3;14;4;335;335;400;0;335;33;500;0;2;328;0;0;0;30;0;0;0;0;0
893418;Трусы, 2 шт.;белый;Детям/Для девочек/Белье/Трусы;3354;Lowry;ООО Лаури-Стиль;3;0;0;198;198;236;0;198;37;315;0;2;194;0;0;0;30;0;0;0;0;0
893419;Трусы, 3 шт.;желтый, розовый, голубой;Детям/Для девочек/Белье/Трусы;2602;Lowry;ООО Лаури-Стиль;8;76;4;233;233;277;277;233;37;370;0;2;228;554;0;0;30;2;0.066666666666667;2;0.066666666666667;554
893425;Слитный купальник;красный, голубой, белый;Детям/Для девочек/Купальные костюмы/Слитный купальник;1550;Lowry;ООО Лаури-Стиль;6;25;5;623;495;742;495;623;37;990;0;2;611;495;0;0;30;1;0.033333333333333;1;0.033333333333333;495
893426;Слитный купальник;темно-синий, белый;Детям/Для девочек/Купальные костюмы/Слитный купальник;1052;Lowry;ООО Лаури-Стиль;8;38;5;623;495;742;702.33333333333;623;37;990;0;2;611;2107;0;0;30;3;0.1;3;0.1;2107
893427;Слитный купальник;красный;Детям/Для девочек/Купальные костюмы/Слитный купальник;1172;Lowry;ООО Лаури-Стиль;8;45;5;673;495;792;495;673;32;990;0;2;659;495;0;0;30;1;0.033333333333333;1;0.033333333333333;495
893428;Раздельный купальник;розовый, фуксия, желтый;Детям/Для девочек/Купальные костюмы/Раздельный купальник;1182;Lowry;ООО Лаури-Стиль;6;11;4;626;435;739;435;626;28;870;0;2;613;435;0;0;30;1;0.033333333333333;1;0.033333333333333;435
893614;Кофточка;молочный, красный, желтый;Женщинам/Одежда/Блузки и рубашки/Блузка;37180;Mat.Fashion;ООО Вайлдберриз;3;0;0;1342;1342;1342;0;1342;45;2440;0;5;1274;0;0;0;30;0;0;0;0;0
894051;Джемпер;кремовый;Женщинам/Одежда/Джемперы и кардиганы/Джемпер;14664;Ba&Sh;ООО Вайлдберриз;1;1;1;3570;3570;3570;3570;3570;50;7140;0;5;3391;4868;1298;26.666666666667;22;1;0;1;0.033333333333333;3570
895366;Юбка;черный;Женщинам/Одежда/Юбки;-1;Modstrom;ООО Вайлдберриз;2;1;1;1614;1614;1614;0;1614;45;2935;0;5;1533;0;0;0;30;0;0;0;0;0
895384;Юбка;черный;Женщинам/Одежда/Юбки;-1;Modstrom;ООО Вайлдберриз;1;3;3;1366;1366;1366;0;1366;45;2485;0;5;1298;0;0;0;30;0;0;0;0;0
896174;Брюки;молочный;Женщинам/Одежда/Брюки;59469;RARE;ООО Вайлдберриз;1;7;4;2820;2820;2820;0;2820;50;5640;0;5;2679;0;0;0;30;0;0;0;0;0
901409;Юбка;серый;Женщинам/Офис/Юбки;7970;IMAGO;ООО Вайлдберриз;8;4;5;3321;3321;3321;0;3690;70;12300;10;5;3154;0;0;0;30;0;0;0;0;0
901419;Топ;зеленый, молочный;Женщинам/Офис/Блузки и рубашки/Топ;2454;IMAGO;ООО Вайлдберриз;5;4;4;2412;2412;2412;0;2680;80;13400;10;5;2291;0;0;0;30;0;0;0;0;0
901424;Юбка;голубой;Женщинам/Офис/Юбки;7971;IMAGO;ООО Вайлдберриз;2;5;3;3456;3456;3456;0;3840;70;12800;10;5;3283;0;0;0;30;0;0;0;0;0
904331;Блузка;светло-бирюзовый, белый;Женщинам/Офис/Блузки и рубашки/Блузка;9703;Carat;ООО Вайлдберриз;2;0;0;5175;5175;5175;0;5175;0;5175;0;5;4916;0;0;0;30;0;0;0;0;0
904523;Туника;коричневый, синий;Женщинам/Одежда/Туники;-1;UNIOSTAR;ООО Вайлдберриз;3;7;4;1127;1127;1127;0;1127;45;2050;0;5;1071;0;0;0;30;0;0;0;0;0
905923;Лиф для купальника;черный, светло-серый;Женщинам/Пляжная мода/Купальники/Лиф для купальника;2212;DC Shoes;ООО Вайлдберриз;3;6;4;797;797;797;0;797;45;1450;0;2;781;0;0;0;30;0;0;0;0;0
906601;Жакет;голубой;Женщинам/Одежда/Пиджаки и жакеты/Жакет;8121;Lavand;ООО Вайлдберриз;2;0;0;2097;2097;2097;0;2097;50;4195;0;5;1992;0;0;0;30;0;0;0;0;0
906611;Брюки;оранжевый;Женщинам/Одежда/Брюки/Брюки;-1;Lavand;ООО Вайлдберриз;1;0;0;1257;1257;1257;0;1257;55;2795;0;5;1194;0;0;0;30;0;0;0;0;0
906621;Жакет;молочный;Женщинам/Одежда/Пиджаки и жакеты/Жакет;8122;Lavand;ООО Вайлдберриз;1;5;2;2161;2161;2161;2161;2161;45;3930;0;5;2053;2701;540;20;24;1;0;1;0.033333333333333;2161
906707;Юбка;темно-бежевый;Женщинам/Одежда/Юбки;-1;Lavand;ООО Вайлдберриз;4;7;3;1135;1135;1135;0;1135;50;2270;0;5;1078;0;0;0;30;0;0;0;0;0
906733;Юбка;коралловый;Женщинам/Одежда/Юбки;-1;Lavand;ООО Вайлдберриз;1;0;0;1021;1021;1021;0;1021;55;2270;0;5;970;0;0;0;30;0;0;0;0;0
906755;Брюки;голубой;Женщинам/Одежда/Брюки/Брюки;-1;Lavand;ООО Вайлдберриз;2;0;0;1537;1537;1537;0;1537;45;2795;0;5;1460;0;0;0;30;0;0;0;0;0
907132;Блузка;светло-бирюзовый, белый;Женщинам/Одежда/Блузки и рубашки/Блузка;37182;Fly Girl;ООО Вайлдберриз;1;3;4;2431;2431;2431;0;2431;45;4420;0;5;2309;0;0;0;30;0;0;0;0;0
